사업표준용어명,영문약어,설명,공공도메인,사업도메인,데이터타입,길이,허용값,저장형식,표현형식,이음동의어,출처
업로드상태코드,ULD_STTS_CD,"업로드 중인 데이터의 상태 코드

[영문] Upload Status Code",,코드V20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
업로드완료일시,ULD_CMPT_DT,"업로드가 완료된 날짜와 시각

[영문] Upload Complete Date And Time",,수B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
업로드자아이디,ULD_ID,"업로드한 운영자 아이디 (DOMAIN-005 users, ROLE-003, text reference). background_images.uploaded_by",명V40,,,,,,,,KLID-2 D007 ERD-007
업로드파일크기,ULD_FILE_SZ,"업로드된 파일의 크기

[영문] Upload File Size",,수B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
영상자산아이디,VDO_ASST_ID,영상 자산 식별자. v2_video_assets.id 참조.,,,,,,,,,
영상파일경로명,VIDEO_FILE_PATH_NM,마킹 대상 영상 파일의 NAS 경로명. VLM 콜백 페이로드에 포함,,,V,500,,,,,KLID-저작도구 ERD-013
영상파일식별자,VDO_ID,"영상 고유 식별자

[영문] Video Id",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
영상프레임번호,VDO_FRM_NO,"실제 영상 내 디코더 0-base 프레임 위치(LS_DATA_SRC). 추출순번 FRM_NO와 의미 구분 — 재비식별 재추출용. 단어조합: 영상(VDO)+프레임(FRM)+번호(NO). V70 추가, V84 BIGINT 정합.",,,N,19,,,,,"KLID-저작도구 ERD-012 (V70/V84, LS_DATA_SRC)"
오탐기준정확도,FP_CRTR_ACC,"VLM 결과를 오탐(FP)으로 판정하는 정확도 임계값(백분율, 0~100)",,,N,11,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
온라인교육횟수,ONLINE_EDU_CNT,해당 연도 온라인교육 실시 횟수. 단어조합 온라인(ONLN)+교육(EDU)+횟수(NMTM). 물리명 online_edu_cnt 유지.,,,N,,,,,,발주처 관제인력 교육현황 조사 양식
외부데이터여부,OTSD_DATA_YN,"외부 플랫폼 데이터 여부 (Y/N). 단어 조합: 외부(OTSD, gov 1812) + 데이터(DATA, prog 225) + 여부(YN, gov 1711). datasets.is_external.",,,,,,,,,KLID-PT D001 ERD-001
외부작업아이디,OTSD_JOB_ID,외부 생성형 AI 시스템이 부여한 작업 식별자. genai_jobs.external_job_id,명V200,,,,,,,,KLID-2 D007 ERD-007
외부주체아이디,OTSD_MNBD_ID,외부 인증 수단(SSO 등)에서 발급한 주체 식별자. 외부(gov 1812)+주체(gov 2473)+아이디(gov 1634).,명V200,,,,,,,,KLID 2차 D005 ERD-012 user_auth_methods.external_subject_id
요청상태메시지,DMND_STTS_MSG,"요청된 상태의 메시지

[영문] Demand Status Message",,내용V255,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
원본샘플아이디,ORGNL_SAMPLE_ID,"증강 원본 샘플 FK(→training_samples). 단어 조합: 원본(ORGNL, gov 1881) + 샘플(SAMPLE, prog 566) + 아이디(ID, gov 1634). augmentation_jobs.source_sample_id.",,,,,,,,,KLID-PT D005 ERD-006
원본영상아이디,RAW_DATA_ID,작업 단위 = 영상 1건. 원본 영상 식별자(LS_DATA_RAW.RAW_SN 대응),,,N,19,,,,,KLID-저작도구 ERD-014
원본파일경로명,ORGNL_FILE_PATH_NM,"비식별 처리 대상 원본 영상 파일 경로. 원본=ORGNL(gov 표준단어 1881), 기원=ORGN(536)과 구분. [물리 컬럼 LS_DEIDENT_PROC_LOG.ORGN_FILE_PATH_NM 은 ORGN(기원) 약어 오용 — 코드 정정 대기]",내용V1000,,,,,,,,KLID 저작도구 비식별 산출물 용어 정의 2026-06-01 (정의불일치 점검 보완)
원시파일경로명,RAW_FILE_PATH_NM,원본 영상 파일 경로(원본 보존 — 비식별 시에도 불변),,,V,500,,,,,KLID-저작도구 ERD-012
원천파일경로명,SRC_FILE_PATH_NM,원본 프레임 이미지 경로,,,V,500,,,,,KLID-저작도구 ERD-012
응답시간밀리초,RESP_TIME_MS,응답 처리 소요 시간(밀리초).,,,N,10,,,,,
이벤트발생일시,EVNT_OCRC_DT,외부 시스템에서 이벤트가 실제 발생한 시각 (외부 시스템 기준),연월일시분초D,,,,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
이벤트분류코드,EVNT_CLSF_CD,"이벤트의 분류 코드. 단어 조합: 이벤트(EVNT, program 246) + 분류(CLSF, gov 1149) + 코드(CD, gov 2891).",코드C2,,,,,,,,KLID-2 D001 ERD-005
이벤트세부코드,EVNT_DTL_CD,"이벤트의 세부 분류 코드. 단어 조합: 이벤트(EVNT, program 246) + 세부(DTL, program 477) + 코드(CD, gov 2891).",코드C8,,,,,,,,KLID-2 D001 ERD-005
이벤트시작시간,EVNT_BGNG_DT,"계획과 일정에 따라 많은 사람이 모이거나 참여하여 치르는 일을 시작한 날짜와 시각

[영문] Event Beginning Datetime",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
이벤트유형코드,EVNT_TYPE_CD,"이벤트의 유형을 구분하는 코드

[영문] Event Type Code",,코드V20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
이벤트일련번호,EVNT_SN,원시 이벤트 저장 행을 식별하는 일련번호 (PK 시퀀스). TB_RAW_XXX_EVENT 계열 공용,일련번호N22,,,,,,,,KLID-2 자체 파생 (이벤트+일련번호)
이벤트종료일시,EVNT_END_DT,"이벤트가 종료된 일시 (연월일시분초).

[영문] Event End Datetime",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
이벤트필터룰셋,EVNT_FLTR_RLST,"이벤트를 필터링하기 위한 규칙 집합

[영문] Event Filter Ruleset",,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
이전사용자번호,PREV_USER_NO,재배정 이전의 배정 대상 사용자 번호,,,N,19,,,,,KLID-저작도구 ERD-014
인증서등록일시,CRTF_REG_DT,"인증서가 등록된 일시

[영문] Certificate Registration Date And Time",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
인증서시작일자,CRTF_BGNG_YMD,"인증서의 시작 일자

[영문] Certificate Beginning Year Month Day",,연월일V8,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
인증서종료일자,CRTF_END_YMD,"인증서의 종료 일자

[영문] Certificate End Year Month Day",,연월일V8,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
인증시크릿참조,CERT_SCRT_RFRNC,인증 secret 의 vault/환경변수 참조 키. 평문 저장 금지. genai_endpoints.auth_secret_ref,명V200,,,,,,,,KLID-2 D007 ERD-007
저작작업아이디,ATHRNG_JOB_ID,저작작업 PK. 저작(prog:621)+작업(gov:2152)+아이디(gov:1634).,명V20,,,,,,,,KLID-PT D003 ERD-006
저장된파일경로,FILE_PATH,"파일 경로

[영문] File Path",명V256,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
전송기록식별자,TRANS_ID,"전송 기록 고유 식별자

[영문] Transmission Identifier",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
전송재시도횟수,TRSM_RTRY_NOCS,일배치 전송 재시도 누적 횟수.,,,,,,,,,
전송지속시간분,TRSM_CONTN_MIN,"중계서버 전송 스케줄의 전송 지속시간(분 단위, 정수). 단어 조합: 전송(TRSM, gov 2270) + 지속(CONTN, gov 2542) + 분(MIN, 단위 리터럴). 1차 시작/종료시각과 병행하는 2차·ADR-080 지속분. D001 relay_send_schedules.",,,N,,,,,,KLID-2 D001 ERD-005
정탐기준정확도,TP_CRTR_ACC,"VLM 결과를 정탐(TP)으로 판정하는 정확도 임계값(백분율, 0~100)",,,N,11,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
좌표재계산여부,COORD_RECALC_YN,"좌표재계산여부 — 해상도 저하 증강 시 Y(SCALE_X/Y 적용), 유지 시 N",,,C,1,,,,,KLID-저작도구 ERD-011
중계서버식별자,RELY_SRVR_IDNTFR,"중계서버의 고유 식별자. 단어 조합: 중계(RELY, program 370) + 서버(SRVR, gov 1316) + 식별자(IDNTFR, gov 1591). UUID.",명V40,,,,,,,,KLID-2 D001 ERD-005
중계서버아이디,RELY_SRVR_ID,중계서버 식별자 (D001 1041 RELY_SRVR_IDNTFR의 간이 표현 — id 컬럼용).,,,,,,,,,
즐겨찾기아이디,BKMK_ID,즐겨찾기 PK. 즐겨찾기(gov:2506)+아이디(gov:1634).,명V20,,,,,,,,KLID-PT D002 ERD-005
지능형관제유형,ERR_INTL_MON_TYPE,"지능형관제유형

[영문] Intelligent Monitoring Type",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
지방자치단체명,LCLGV_NM,"특별시ㆍ광역시ㆍ도ㆍ시ㆍ군과 같이, 국가 영토의 일부를 구역으로 하여 그 구역 내에서 법이 인정하는 한도의 지배권을 소유하는 단체의 이름

[영문] Local Government Name",명V100,,,,-,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
챌린시사용여부,CHLG_USE_YN,"해당 챌린지 값의 사용 여부

[영문] Challenge Use Yes or No",,여부V1,,,"Y : 여(예), N : 부(아니요)",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
챌린지만료일시,CHLG_EXPD_DT,"챌린지가 만료되는 날자와 시각

[영문] Challenge Expired Datetime",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
챌린지사용일자,CHLG_USE_DT,"챌린지 값을 사용한 날짜와 시각

[영문] Challenge Use Datetime",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
챌린지생성일시,CHLG_CRT_DT,"챌린지를 생성한 날짜와 시각

[영문] Challenge Creation Datetime",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
첨부파일아이디,ATCH_FILE_ID,"첨부된 파일을 시스템에서 식별하기 위한 고유 ID

[영문] Attachment File Id",,식별자V36,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
청크배치아이디,CHNK_BAT_ID,청크 단위 배치 식별자. ADR-055 30건 단위 chunk_batch_id.,,,,,,,,,
청크파일아이디,CHUNK_FILE_ID,"청크파일을 식별할 수 있는 고유한 아이디 값

[영문] Chunk File Id",,식별자V50,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
최근로그인일시,RCNT_LGN_DT,"얼마 되지 않은 지나간 날부터 바로 직전까지의 기간에 로그인한 날짜와 시각

[영문] Recent Login Datetime",연월일시분초D,,,,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
최대응답바이트,MAX_RSPNS_BYTE,외부 응답 최대 바이트(기본 500MB). genai_endpoints.max_response_bytes,수N14,,,,,,,,KLID-2 D007 ERD-007
최대재시도횟수,MAX_RTRY_NMTM,최대 재시도 허용 횟수. 초과 시 DEAD_LETTER 전이,,,N,10,,,,,KLID-저작도구 ERD-021
최신버전아이디,LATEST_VER_ID,"최신 모델 버전 FK(→ai_model_versions). 최신(LATEST, prog 296)+버전(VER, gov 995)+아이디(ID, gov 1634). ai_models.latest_version_id.",,,,,,,,,KLID-PT D006 ERD-004
최종동기화일시,LAST_SYNC_DT,,연월일시분초D,,,,,,,,D003 ERD-008 C그룹 (gis_layers.last_synced_at→last_sync_dt rename)
최종로그인일시,LAST_LGN_DT,"맨 나중에 컴퓨터의 네트워크, 프로그램 등에 접속한 날짜와 시각

[영문] Last Login Datetime",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
최종오류메시지,LAST_ERR_MSG,외부 시스템 연결/처리 시 마지막 발생한 오류 메시지. 운영 진단용,,,V,1000,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
최종재시도일시,LAST_RTY_DT,,,,,,,,,,"D003 ERD-008 C그룹 (selective_collection_requests.last_retried_at→last_rty_dt rename, program RTY 381 사용자결정)"
출처원천아이디,SRC_ORGN_ID,"출처별 원천 식별자 (텍스트 ref, FK 없음).",,,,,,,,,
카메라일련번호,CAM_SN,카메라 마스터 행을 식별하는 일련번호 (PK 시퀀스). TB_CAMERA용. 카메라식별자(CAM_ID)와 별개,일련번호N22,,,,,,,,KLID-2 자체 파생 (카메라+일련번호)
카테고리아이디,CTGRY_ID,"카테고리 구분 식별자

[영문] Category Id",,일련번호B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
큐레이터아이디,CURATOR_ID,"데이터셋 큐레이터(담당자) 식별자. 단어 조합: 큐레이터(CURATOR, program 568) + 아이디(ID, gov 1634). datasets.curator_id.",,,,,,,,,KLID-2 D004 ERD-010
통계고유식별자,STAT_ID,"통계 고유 식별자

[영문] Statistics Id",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
통신망유형코드,COMM_NET_TYPE_CD,"통신망 유형 코드

[영문] Communication Network Type Code",,코드V20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
트랙프레임여부,TRCK_FRM_YN,"트랙에 프레임이 포함되어 있는지 여부

[영문] Track Frame Yes Or No",,여부V1,,,"Y : 여(예), N : 부(아니요)",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
패키징완료일시,PKG_CMPTN_DT,"패키징이 완료된 일시. 단어 조합: 패키징(PKG, program 569) + 완료(CMPTN, gov 1804) + 일시(DT, gov 2056). dataset_versions.packaged_at→packaged_dt.",,,,,,,,,KLID-2 D004 ERD-010
포털사용자번호,PORTAL_USER_NO,포털 발급 토큰 sub 클레임. IDOR 차단 키,,,V,100,,,,,KLID-저작도구 ERD-018
폴대오류메시지,ERR_MSG_POLE,"폴대오류메시지

[영문] Error Message of Pole",,내용LT,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
폴대전체행의수,TOTAL_POLE_ROWS,"폴대전체행의수

[영문] Total Number of Pole Rows",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
폴리곤활성여부,POLYGON_ENABLED,POLYGON 어노테이션 활성 여부,,,C,1,,,,,KLID-저작도구 ERD-019
푸시재시도횟수,PUSH_RTRY_NOCS,push 자동 재시도 누적 횟수.,,,,,,,,,
프레임재생속도,FPS,"1초 동안 재생되는 프레임 수- 영상 재생 속도

[영문] Frames Per Second",,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
프로젝트도움말,PJT_HLP_CN,"프로젝트 도움말 설명

[영문] Project Help Content",,내용V4000,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
프로젝트아이디,PJT_ID,"프로젝트를 식별하기 위한 고유 ID

[영문] Project Id",,식별자V50,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
학습샘플아이디,LRN_SAMPLE_ID,"학습 샘플 식별자(FK). 단어 조합: 학습(LRN, gov 3091) + 샘플(SAMPLE, program 566) + 아이디(ID, gov 1634). dispatch_logs.training_sample_id.",,,,,,,,,KLID-2 D004 ERD-010
허용도메인목록,PRM_DMN_LIST,다운로드 허용 호스트 화이트리스트(SSRF 차단). jsonb 배열. genai_endpoints.allowed_domains,내용V2000,,,,,,,,KLID-2 D007 ERD-007
허용지자체범위,ALLOWED_SCOPE,협약 클라이언트에 허용된 지자체(시도/시군구) 데이터 범위(JSONB).,,,V,4000,,,,,
현재버전아이디,NOW_VER_ID,"현재 활성 버전 FK(→static_page_versions). 현재(NOW, gov 3173)+버전(VER, gov 995)+아이디(ID, gov 1634). static_pages.current_version_id.",,,,,,,,,KLID-PT D007 ERD-005
호출엔드포인트,ENDPOINT,호출된 API 엔드포인트 경로.,,,V,300,,,,,
활용사례아이디,UTLZ_CASE_ID,활용사례 PK. 활용(gov:3234)+사례(gov:1205)+아이디(gov:1634).,명V20,,,,,,,,KLID-PT D004 ERD-004 활용사례.활용사례아이디
개인정보유형코드,PRVC_TYPE_CD,"개인정보 유형 코드. 단어 조합: 개인정보(PRVC, gov 135) + 유형(TYPE, gov 1943) + 코드(CD, gov 2891). dispatch_logs.prvc_type_cd.",,,,,,,,,KLID-2 D004 ERD-010
개인정보포함여부,PRVC_INCL_YN,"특정 개인을 식별하거나 유추해 낼 수 있는 정보인지 여부 (Y/N)

[영문] Privacy Yes Or No",,여부V1,,,"Y : 여(예), N : 부(아니요)",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
개인정보포함유형,INDV_INFO_INCL_TYPE,"데이터에 개인정보가 포함되어 있는지 여부를 구분한 유형

[영문] Individual Information Inclusion Type",,코드V20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
게시판게시물참조,BBS_PST_RFRNC,,,,,,,,,,D003 ERD-008 C그룹 (selective_collection_requests.board_post_ref)
관제일지벤더코드,MNTR_VENDOR_CD,관제일지 시스템 벤더 구분 코드 (관제일지 어댑터 식별),,,V,10,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
권한이력일련번호,AUTHRT_HSTRY_SN,"권한 이력의 일련번호

[영문] Authority History Serial Number",,일련번호N20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
대상카메라아이디,TRGT_CAM_ID,,,,,,,,,,D003 ERD-008 C그룹 (selective_collection_requests.target_camera_ids)
등재이벤트아이디,RGST_EVNT_ID,등재(promote) 시 생성된 relay_received_events 아이디 (text reference). status=promoted 일 때만. genai_jobs.promoted_event_id,명V40,,,,,,,,KLID-2 D007 ERD-007
라벨버전일련번호,LBL_VERSION_SN,라벨버전 PK(IDENTITY),,,N,19,,,,,KLID-저작도구 ERD-019
라벨이력일련번호,LBL_HSTRY_SN,"라벨 삭제/변경 이력(LS_DATA_LBL_HSTRY)의 PK 일련번호. 비식별 누락 신고 시 영상 전체 라벨 일괄삭제 전 이력 보존용(V58). 단어조합: 라벨(LBL)+이력(HSTRY)+일련번호(SN). cf. 유사 DATA_LBL_HSTRY_SN(데이터라벨이력일련번호, id560)와 구분 — 본 컬럼은 DATA_ 접두 없는 저작도구 실물명.",,,N,19,,,,,"KLID-저작도구 ERD-010 (V58, LS_DATA_LBL_HSTRY PK)"
로그인이력아이디,LGN_HSTRY_ID,"로그인 이력에 대한 고유 식별자

[영문] Login History Id",,수B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
리프레시만료일시,RFSH_EXPD_DT,"리프레시 토큰의 만료 시각. 단어 조합: 리프레시(RFSH, program 457) + 만료(EXPRY) + 일시(DT, gov 2056). gov 만료일시(3203) 기반 합성.",연월일시분초D,,,,,,,,KLID-2 D001 ERD-005
리프레시토큰해시,RFSH_TOKEN_HASH,"JWT 리프레시 토큰의 해시값. 단어 조합: 리프레시(RFSH, program 457) + 토큰(TOKEN, program 419) + 해시(HASH, program 454).",명V300,,,,,,,,KLID-2 D001 ERD-005
모니터링일련번호,MNTR_SN,상태 모니터링 대상 행을 식별하는 일련번호 (PK 시퀀스). TB_UPLOAD_MONITORING 등 감시성 테이블용,일련번호N22,,,,,,,,KLID-2 자체 파생 (모니터링+일련번호)
배경이미지아이디,BCKG_IMG_ID,배경이미지 PK (UUID v7). background_images.image_id,명V40,,,,,,,,KLID-2 D007 ERD-007
배치실행일련번호,BATCH_EXEC_SN,배치 실행 이력 행을 식별하는 일련번호 (PK 시퀀스). TB_BATCH_EXECUTION용,일련번호N22,,,,,,,,KLID-2 자체 파생 (배치+실행+일련번호)
벤더이벤트아이디,VENDOR_EVNT_ID,외부 벤더가 부여한 이벤트 식별자 원본값. raw 테이블에서 자연키 역할,,,V,50,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
비밀번호변경일시,LAST_PSWD_CHG_DT,"맨 마지막으로 컴퓨터 시스템 등에서 보안을 위해 사용하는 개인 고유의 문자열을 다르게 바꾸어 새롭게 고친 날짜와 시각

[영문] Last Password Change Datetime",연월일시분초D,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
비상벨설치년월일,EMGBELL_INSTL_YMD,"비상벨설치년월일

[영문] Emergency Bell Installation Year Month Day",,연월일V8,,,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
